No.,出庫,地金,アイテム,中石,サイズ,品番,上代,下代,脇石,チェーン長,備考,入力者,入庫日,下代(数値)
412,FALSE,Pt900,リング,オーバル,240,09A-326-240,"174,000",103134,,,,河野,2022/03/14,09E-141-200
413,FALSE,Pt900,リング,オーバル,240,ORA1-2-240,"195,000",20387,,,,fujita,2023/08/18,09E-393-200
414,FALSE,Pt900,リング,オーバル,240,ORA1-3-240,"205,000",404,,,,tanaka,2023/04/27,09E-98-200
415,FALSE,Pt900,リング,オーバル,240,ORA1-7-240,"230,000",3041,,,,komaki,2024/05/27,09K-105-200
416,FALSE,Pt900,リング,オーバル,240,09A-322-240,"260,000",104783,,,,tanaka,2023/11/14,19A-101-200
417,FALSE,Pt900,リング,オーバル,240,ORB1-1-240,"280,000",3041,"0,06ct",,,青山,2024/07/04,19A-107-200
418,FALSE,Pt900,リング,オーバル,240,09A-324-240,"300,000",106362,,,,河野,2022/03/14,19A-29-200
419,FALSE,Pt900,リング,オーバル,240,09K-55-240,"320,000",104308,0.23ct,,,muro,2017/05/05,19B-266-200
420,FALSE,Pt900,リング,オーバル,240,09K-55-240,"350,000",104743,0.25ct,,,tanaka,2023/11/14,19B-70-200
421,FALSE,Pt900,リング,オーバル,240,09C-175-250,"390,000",103776,0.55ct,,,hirokawa,2020/11/16,19A-57-210
422,FALSE,Pt900,リング,オーバル,240,09K-16-240,"460,000",104024,0.62ct,,,nakayama,2017/06/08,19B-183-210
423,FALSE,Pt900,リング,オーバル,240,09K-16-240,"460,000",104681,0.55ct,,,河野,2022/03/14,09E-384-220
424,FALSE,Pt900,リング,オーバル,250,09A-188-250,"160,000",102866,,,,kim,2018/03/16,09E-428-220
425,FALSE,Pt900,リング,オーバル,250,09A-150-250,"190,000",103579,,,,komaki,2017/01/27,19B-113-220
426,FALSE,Pt900,リング,オーバル,250,09A-286-250,"240,000",104787,,,,tanaka,2023/11/14,19B-227-220
427,FALSE,Pt900,リング,オーバル,250,09B-20-250,"320,000",103332,0.23ct,,,muro,2016/05/03,19B-227-220
428,FALSE,Pt900,リング,オーバル,250,09K-44-250,"320,000",103855,0.25ct,,,tanaka,2023/11/14,ORA1-4-230
429,FALSE,Pt900,リング,オーバル,250,09K-44-250,"330,000",104082,0.28ct,,,muro,2017/06/23,09K-55-240
430,FALSE,Pt900,リング,オーバル,250,09B-18-250,"380,000",103717,0.35ct,,,sato,2016/04/07,19A-103-240
431,FALSE,Pt900,リング,オーバル,250,09R-48-250,"1,814,000",30191,1.88ct,,,kida,2017/03/17,19B-286-240
432,FALSE,Pt900,リング,オーバル,260,ORA1-2-260,"195,000",20368,,,,fujita,2023/08/18,19B-85-240
433,FALSE,Pt900,リング,オーバル,260,09A-150-260,"200,000",103994,,,,muro,2016/04/01,09C-200-250
434,FALSE,Pt900,リング,オーバル,260,ORA1-7-260,"230,000",20395,,,,komaki,2024/05/27,09A-317-260
435,FALSE,Pt900,リング,オーバル,260,ORB1-1-260,"290,000",3035,0.08ct,,,yoshida,2024/11/11,19A-107-260
436,FALSE,Pt900,リング,オーバル,260,09K-47-260,"300,000",103804,0.16ct,,,furuya,2019/08/01,09B-435-280
437,FALSE,Pt900,リング,オーバル,260,09A-261-260,"300,000",106297,,,,河野,2022/03/14,08A-239-100
438,FALSE,Pt900,リング,オーバル,260,09C-188-260,"300,000",103777,0.19ct,,,河野,2022/03/14,19A-6-320
439,FALSE,Pt900,リング,オーバル,260,09K-55-260,"350,000",20536,0.30ct,,,muro,2015/05/23,08A-241-100
440,FALSE,Pt900,リング,オーバル,260,09C-175-270,"500,000",104064,0.45ct,,,kim,2018/05/28,18B-154-100
441,FALSE,Pt900,リング,オーバル,260,09S-111-260,"700,000",104885,0.94ct,,,suzuki,2016/07/01,18A-9-110
442,FALSE,Pt900,リング,オーバル,270,09E-141-280,"330,000",105043,0.25ct,,,KOUNO,2015/02/23,18B-364-110
443,FALSE,Pt900,リング,オーバル,270,09E-141-280,"330,000",104091,0.24ct,,,shige,2024/09/13,18B-276-120
444,FALSE,Pt900,リング,オーバル,270,09B-20-270,"350,000",104233,0.29ct,,,nakayama,2017/04/26,18B-359-120
445,FALSE,Pt900,リング,オーバル,270,09K-55-270B,"400,000",105626,0.28ct,,,河野,2022/03/14,10A-73-55*40
446,FALSE,Pt900,リング,オーバル,270,09B-18-270,"420,000",103907,0.33ct,,,muro,2019/11/24,10K-55-55*60
447,FALSE,Pt900,リング,オーバル,280,09A-188-280,"200,000",103955,,,,muro,2020/02/15,10K-52-60*70
448,FALSE,Pt900,リング,オーバル,280,ORA1-2-280,"200,000",20383,,,,fujita,2023/08/18,08T-119-70
449,FALSE,Pt900,リング,オーバル,280,ORA1-7-280,"240,000",3034,,,,komaki,2024/05/27,08A-144-80
450,FALSE,Pt900,リング,オーバル,280,09K-47-280,"310,000",104112,0.20ct,,,KOUNO,2018/02/25,08A-154-80
451,FALSE,Pt900,リング,オーバル,280,09K-44-280,"350,000",105374,0.27ct,,,nakayama,2014/10/22,08H-47-80
452,FALSE,Pt900,リング,オーバル,280,09K-55-280,"400,000",105501,0.34ct,,,tamai,2015/06/02,18A-100-80
453,FALSE,Pt900,リング,オーバル,280,09C-175-290,"490,000",104286,0.50ct,,,norita,2018/11/28,08C-137-90
454,FALSE,Pt900,リング,オーバル,280,09L-38-280,"538,000",20601,0.75ct,,,muro,2018/01/23,08E-102-90
455,FALSE,Pt900,リング,オーバル,280,09L-86-280,"980,000",30139,1.23ct,,,不明,2012/11/12,08E-225-90
456,FALSE,Pt900,リング,オーバル,290,09A-X150-290-310,"210,000",20142,,,,shige,2019/12/05,18B-140-90
457,FALSE,Pt900,リング,オーバル,290,09E-141-300,"370,000",104125,0.30ct,,,shige,2019/05/20,18B-150-90
458,FALSE,Pt900,リング,オーバル,290,09B-18-290,"420,000",104025,0.35ct,,,KOUNO,2018/11/02,18B-152-90
459,FALSE,Pt900,リング,オーバル,290,09B-20-290,"440,000",104483,0.41ct,,,nakayama,2017/04/26,18B-189-90
460,FALSE,Pt900,リング,オーバル,290,09C-175-300,"500,000",104225,0.55ct,,,komaki,2017/04/10,03A-206-100
461,FALSE,Pt900,リング,オーバル,290,09S-111-290,"780,000",30127,1.31ct,,,不明,2012/11/12,03A-210-100
462,FALSE,Pt900,リング,オーバル,290,09H-150-290,"1,200,000",30163,1.878ct,,,不明,2009/06/02,03B-230-100
463,FALSE,Pt900,リング,オーバル,300,ORA1-2-300,"200,000",20381,,,,fujita,2023/08/18,03B-262-100
464,FALSE,Pt900,リング,オーバル,300,09A-325-300,"230,000",104922,,,,muro,2016/02/21,03B-291-100
465,FALSE,Pt900,リング,オーバル,300,09A-317-300,"240,000",104465,,,,nakayama,2017/05/31,03K-33-100
466,FALSE,Pt900,リング,オーバル,300,ORA1-7-300,"270,000",3048,,,,komaki,2024/05/27,04A-451-100
467,FALSE,Pt900,リング,オーバル,300,09K-55-300,"420,000",106039,0.38ct,,,muro,2015/05/26,04A-77-100
468,FALSE,Pt900,リング,オーバル,300,09E-384-300,"450,000",105938,0.55ct,,,YUKARI,2021/03/09,04B-44-100
469,FALSE,Pt900,リング,オーバル,300,09C-175-310,"530,000",104531,0.61ct,,,muro,2017/05/05,15A-176-100
470,FALSE,Pt900,リング,オーバル,310,09A-188-310,"210,000",104051,,,,shige,2017/04/20,15B-40-100
471,FALSE,Pt900,リング,オーバル,310,09K-44-310,"380,000",105139,0.33ct,,,kida,2017/03/17,12A-11-360
472,FALSE,Pt900,リング,オーバル,310,09B-18-310,"410,000",20429,0.34ct,,,nakayama,2017/04/26,12A-17-A270
473,FALSE,Pt900,リング,オーバル,310,09S-111-310,"950,000",20638,1.56ct,,,不明,不明,12A-2-A
474,FALSE,Pt900,リング,オーバル,320,ORA1-7-320,"300,000",3055,,,,komaki,2024/05/27,12A-2-A-250
475,FALSE,Pt900,リング,オーバル,320,09E-141-330,"480,000",3051,0.45ct,,,SK,2019/01/18,12B-293
476,FALSE,Pt900,リング,オーバル,320,09E-384-320,"550,000",105298,0.59ct,,,komaki,2016/11/28,12B-305-280
477,FALSE,Pt900,リング,オーバル,320,09C-175-330,"700,000",105144,0.84ct,,,muro,2017/05/05,12B-356-270
478,FALSE,Pt900,リング,オーバル,330,09A-150-330,"260,000",104904,,,,shige,2017/04/20,12B-461
479,FALSE,Pt900,リング,オーバル,330,09S-111-330,"1,000,000",106034,1.52ct,,,sato,2016/04/14,12B-508A
480,FALSE,Pt900,リング,オーバル,340,09A-188-340,"240,000",104942,,,,kim,2017/07/24,12B-511
481,FALSE,Pt900,リング,オーバル,340,ORA1-7-340,"320,000",20565,,,,komaki,2024/05/27,12B-528
482,FALSE,Pt900,リング,オーバル,340,09E-384-340,"580,000",105696,0.63ct,,,nakayama,2017/05/31,18A-151-B
483,FALSE,Pt900,リング,オーバル,340,09C-175-350,"700,000",106002,0.73ct,,,muro,2017/05/05,21W-589
484,FALSE,Pt900,リング,オーバル,340,09S-111-340,"1,100,000",30151,1.60ct,,,不明,2013/03/11,22B-8001
485,FALSE,Pt900,リング,オーバル,360,ORA1-7-360,"340,000",3062,,,,komaki,2024/05/27,22B-8002
486,FALSE,Pt900,リング,オーバル,360,09R-60-360,"950,000",30167,1.56ct,,,muro,2016/05/10,22B-8003
487,FALSE,Pt900,リング,オーバル,390,09A-106-390,"320,000",3039,,,,muro,2018/01/23,22B-8005
488,FALSE,Pt900,リング,パール,5,R-PA016-50,"120,000",3021,,,,komaki,2025/05/14,22B-8006
489,FALSE,Pt900,リング,パール,5,R-PA017-50,"130,000",20235,,,,komaki,2025/05/14,22B-8007
490,FALSE,Pt900,リング,パール,5,R-PB016-50,"170,000",402,0.12ct,,,komaki,2025/05/14,22B-8012
491,FALSE,Pt900,リング,パール,5,R-PB017-50,"170,000",20235,0.08ct,,,komaki,2025/05/14,22B-8021
492,FALSE,Pt900,リング,パール,6,crownR-6㎜,"120,000",3018,,,,machii,2022/03/05,22B-8033
493,FALSE,Pt900,リング,パール,6,花々（いろは）R6-3,"180,000",3029,S1.05ct,,,河野,2022/03/16,KRP-97
494,FALSE,Pt900,リング,パール,6,花々（いろは）R6-3,"180,000",3029,S1.07ct,,,河野,2022/03/16,
495,FALSE,Pt900,リング,パール,6,花々（いろは）R6-3,"180,000",3029,S1.00ct,,,河野,2022/03/16,
496,FALSE,Pt900,リング,パール,6,花々（いろは）R6.23-2.1,"180,000",3028,T0.30ct,,,河野,2022/06/22,
497,FALSE,Pt900,リング,パール,6,Round 6.0*3.0,"224,000",3032,T0.72ct,,,komaki,2022/04/04,
498,FALSE,Pt900,リング,パール,8,08A-261-80,"85,000",101661,,,,nakayama,2016/07/11,
499,FALSE,Pt900,リング,パール,8,PRA1-1-80,"130,000",3022,,,8mm,yoshida,2024/11/11,
500,FALSE,Pt900,リング,パール,8,08A-262-80,"130,000",102518,,,,komaki,2025/04/05,
501,FALSE,Pt900,リング,パール,8,08B-108-80,"140,000",102332,0.03ct,,,kim,2016/04/26,
502,FALSE,Pt900,リング,パール,8,08B-108-80,"140,000",20245,0.03ct,,,nakajima,2025/01/16,
503,FALSE,Pt900,リング,パール,8,R-PA016-80,"140,000",3025,,,,komaki,2025/05/14,
504,FALSE,Pt900,リング,パール,8,08A-154-80,"150,000",102851,,,,nakajima,2025/03/16,
505,FALSE,Pt900,リング,パール,8,R-PA017-80,"180,000",3032,,,,komaki,2025/05/14,
506,FALSE,Pt900,リング,パール,8,花々（イロハ）ring8-2,"200,000",3031,T0.35ct,,,河野,2022/04/25,
507,FALSE,Pt900,リング,パール,8,08B-125-80,"210,000",102288,0.10ct,,,nakayama,2017/04/27,
508,FALSE,Pt900,リング,パール,8,08B-132-80,"210,000",102848,0.13ct,,,KOUNO,2018/12/27,
509,FALSE,Pt900,リング,パール,8,08B-221-80,"210,000",103091,0.08ct,,,nakajima,2025/01/16,
510,FALSE,Pt900,リング,パール,8,08E-58-80,"220,000",102948,0.13ct,,,komaki,2017/04/03,
511,FALSE,Pt900,リング,パール,8,08K-36-80,"240,000",103409,0.24ct,,,komaki,2016/05/10,
512,FALSE,Pt900,リング,パール,8,Round 8.0*3.0,"270,000",3034,S1.30ct,,,komaki,2022/04/04,
513,FALSE,Pt900,リング,パール,8.5,08L-31-85,"250,000",102577,0.26ct,,,河野,2022/03/14,
514,FALSE,Pt900,リング,パール,9,08A-261-90,"95,000",20184,,,,sato,2016/06/25,
515,FALSE,Pt900,リング,パール,9,08A-154-90,"120,000",102249,,,,nakajima,2025/01/16,
516,FALSE,Pt900,リング,パール,9,08A-235-90,"130,000",103156,,,,muro,2021/02/16,
517,FALSE,Pt900,リング,パール,9,08A-229-90,"135,000",102616,,,,河野,2022/03/14,
518,FALSE,Pt900,リング,パール,9,08A-239-90,"140,000",20279,,,,河野,2021/05/21,
519,FALSE,Pt900,リング,パール,9,PRA1-3-90,"150,000",3026,,,8.5-9mm,yoshida,2024/11/11,
520,FALSE,Pt900,リング,パール,9,08A-262-90,"150,000",102918,,,,nakajima,2025/03/16,
521,FALSE,Pt900,リング,パール,9,08B-242-90,"160,000",20244,0.08ct,,,kida,2017/04/04,
522,FALSE,Pt900,リング,パール,9,08B-108-90,"160,000",102797,0.03ct,,,mitsui,2017/05/15,
523,FALSE,Pt900,リング,パール,9,R-PA016-90,"160,000",3025,,,,komaki,2025/05/14,
524,FALSE,Pt900,リング,パール,9,08C-150-90,"170,000",102337,,,0.15ct,河野,2021/05/21,
525,FALSE,Pt900,リング,パール,9,R-PA017-90,"200,000",3036,,,,komaki,2025/05/14,
526,FALSE,Pt900,リング,パール,9,08B-104-90,"210,000",102846,0.13ct,,,tsukamoto,2020/10/14,
527,FALSE,Pt900,リング,パール,9,08K-79-90,"220,000",20309,0.12ct,,,yoshida,2019/03/25,
528,FALSE,Pt900,リング,パール,9,08F-40-90,"230,000",103859,0.17ct,,,河野,2022/03/14,
529,FALSE,Pt900,リング,パール,9,08K-62-90,"240,000",3043,0.06ct,,,komaki,2016/05/10,
530,FALSE,Pt900,リング,パール,9,08B-132-90,"250,000",103195,0.18ct,,,kim,2017/04/23,
531,FALSE,Pt900,リング,パール,9,08H-16-90,"250,000",103804,0.28ct,,,河野,2022/03/14,
532,FALSE,Pt900,リング,パール,9,08K-36-90,"260,000",105722,0.24ct,,,河野,2022/03/14,
533,FALSE,Pt900,リング,パール,9,08E-58-90,"300,000",104362,0.19ct,,,nakajima,2025/03/23,
534,FALSE,Pt900,リング,パール,9,08H-31-90,"350,000",103642,0.42ct,,,SK,2018/02/06,
535,FALSE,Pt900,リング,パール,9.5,08L-31-95,"280,000",103024,0.35ct,,,河野,2022/03/14,
536,FALSE,Pt900,リング,パール,10,08A-261-100,"100,000",101929,,,,sato,2016/06/25,
537,FALSE,Pt900,リング,パール,10,08A-154-100,"140,000",102789,,,,nakajima,2025/01/16,
538,FALSE,Pt900,リング,パール,10,08A-154-110,"150,000",102765,,,,shige,2024/09/13,
539,FALSE,Pt900,リング,パール,10,08A-235-100,"168,000",103146,,,,河野,2022/03/14,
540,FALSE,Pt900,リング,パール,10,08B-125-100,"190,000",102736,0.13ct,,,SK,2016/10/11,
541,FALSE,Pt900,リング,パール,10,08B-145-100,"190,000",3037,0.06ct,,,nakajima,2020/07/12,
542,FALSE,Pt900,リング,パール,10,PRB1-1-100,"225,000",20358,M:3mm*3pcs,,脇石モアッサナイト,fujita,2023/12/05,
543,FALSE,Pt900,リング,パール,10,08B-206-100,"230,000",3024,0.22ct,,,norita,2016/09/20,
544,FALSE,Pt900,リング,パール,10,08K-79-100,"240,000",103392,0.15ct,,,kida,2016/10/11,
545,FALSE,Pt900,リング,パール,10,08K-36-100,"240,000",104382,0.24ct,,,河野,2022/03/14,
546,FALSE,Pt900,リング,パール,10,08F-40-100,"250,000",104275,0.17ct,,,河野,2022/03/14,
547,FALSE,Pt900,リング,パール,10,花々（いろは）R6-3,"250,000",3039,T0.50ct,,,fujita,2022/05/18,
548,FALSE,Pt900,リング,パール,10,08K-62-100,"260,000",104614,0.06ct,,,komaki,2015/06/05,
549,FALSE,Pt900,リング,パール,10,08B-104-100,"260,000",3033,0.18ct,,,muro ,2020/02/23,
550,FALSE,Pt900,リング,パール,10,08B-132-100,"270,000",103473,0.18ct,,,muro,2017/05/05,
551,FALSE,Pt900,リング,パール,10,08H-16-100,"280,000",20411,0.36ct,,,kida,2017/03/17,
552,FALSE,Pt900,リング,パール,10,08E-160改-100,"380,000",3042,0.31ct,,,komaki,2023/10/11,
553,FALSE,Pt900,リング,パール,10.5,08L-31-105,"320,000",103443,0.44ct,,,河野,2022/03/14,
554,FALSE,Pt900,リング,パール,11,08A-235-110,"185,000",103625,,,,KOUNO,2018/11/02,
555,FALSE,Pt900,リング,パール,11,08C-120-110,"200,000",103213,0.11ct,,,SK,2018/12/10,
556,FALSE,Pt900,リング,パール,11,08E-221-110,"220,000",103066,0.14ct,,,komaki,2017/04/08,
557,FALSE,Pt900,リング,パール,11,08A-245-110,"220,000",103825,,,,nakajima,2025/01/16,
558,FALSE,Pt900,リング,パール,11,08B-206-110,"240,000",102431,0.22ct,,,norita,2016/09/20,
559,FALSE,Pt900,リング,パール,11,08K-79-110,"260,000",103727,0.16ct,,,kida,2016/10/11,
560,FALSE,Pt900,リング,パール,11,08K-62-110,"260,000",20432,0.06ct,,,nakajima,2016/10/16,
561,FALSE,Pt900,リング,パール,11,08E-58-110,"280,000",103439,0.24ct,,,kim,2016/04/26,
562,FALSE,Pt900,リング,パール,11,08E-102-110,"280,000",20324,0.36ct,,,nakajima,2016/10/25,
563,FALSE,Pt900,リング,パール,11,08B-104-110,"310,000",103474,0.28ct,,,kim,2017/04/23,
564,FALSE,Pt900,リング,パール,11,08H-16-110,"330,000",104368,0.42ct,,,nakajima,2014/06/12,
565,FALSE,Pt900,リング,パール,11,08K-36-110,"350,000",103918,0.40ct,,,河野,2022/03/14,
566,FALSE,Pt900,リング,パール,11,08K-36-110,"380,000",104809,0.31ct,,,tanaka,2023/11/14,
567,FALSE,Pt900,リング,パール,12,08A-154-120,"135,000",102806,,,,kim,2019/09/14,
568,FALSE,Pt900,リング,パール,12,08K-79-120,"280,000",104062,0.20ct,,,shige,2017/04/20,
569,FALSE,Pt900,リング,パール,12,08H-16-120,"340,000",104515,0.46ct,,,nakajima,2020/07/12,
570,FALSE,Pt900,リング,パール,12,08K-36-120,"370,000",105438,0.29ct,,,河野,2022/03/14,
571,FALSE,Pt900,リング,パール,12,08H-31-120,"480,000",104053,0.72ct,,,komaki,2017/04/03,
572,FALSE,Pt900,リング,パール,12,PSD-976,"938,000",30125,0.55ct,,,kida,2017/03/17,
573,FALSE,Pt900,リング,パール,13,08A-154-130,"150,000",103059,,,,hirokawa,2019/02/20,
574,FALSE,Pt900,リング,パール,14,08A-154-140,"180,000",103525,,,,kida,2017/04/15,
575,FALSE,Pt900,リング,パール,14,PSD-TOYO,"600,000",4018,1.31ct,,,不明,2020/02/08,
576,FALSE,Pt900,リング,スクエア,25*25,KRA1-1-25-25,"120,000",3022,,,,fujita,2023/08/18,
577,FALSE,Pt900,リング,スクエア,35*35,KRA1-1-35-35,"130,000",3024,,,,fujita,2023/08/18,
578,FALSE,Pt900,リング,スクエア,40*40,KRA1-1-40-40,"140,000",3024,,,,fujita,2023/08/18,
579,FALSE,Pt900,リング,スクエア,40*45,10K-1-40-45,"160,000",102169,0.11ct,,,nakajima,2019/03/15,
580,FALSE,Pt900,リング,スクエア,45*45,KRA1-1-45-45,"150,000",3024,,,,fujita,2023/08/18,
581,FALSE,Pt900,リング,スクエア,45*45,10A-69-45-45,"160,000",103164,,,,komaki,不明,
582,FALSE,Pt900,リング,スクエア,50*50,KRA1-1-50-50,"160,000",3027,,,,fujita,2023/08/18,
583,FALSE,Pt900,リング,スクエア,50*55,10K-1-50-55,"180,000",102463,0.20ct,,,komaki,2019/05/29,
584,FALSE,Pt900,リング,スクエア,50*60,10K-1-50-60,"200,000",102361,0.18ct,,,kida,2016/10/18,
585,FALSE,Pt900,リング,スクエア,50*75,10K-34-50-75,"260,000",102955,0.27ct,,,tamai,2017/11/14,
586,FALSE,Pt900,リング,スクエア,55*70,10K-1-55-70,"220,000",102576,0.19ct,,,tamai,2017/11/14,
587,FALSE,Pt900,リング,スクエア,55*60,10K-1-55-60,"220,000",102178,0.22ct,,,muro,不明,
588,FALSE,Pt900,リング,スクエア,55*60,10K-2-55-60,"230,000",102557,0.29ct,,,tamai,2017/07/14,
589,FALSE,Pt900,リング,スクエア,55*60,10K-55-55-60,"260,000",102703,0.24ct,,,kim,不明,
590,FALSE,Pt900,リング,スクエア,55*60,10K-55-55*60,"260,000",102703,0.24ct,,,shige,2024/09/14,
591,FALSE,Pt900,リング,スクエア,55*65,10K-55-55-65,"270,000",102826,0.21ct,,,tamai,2017/07/14,
592,FALSE,Pt900,リング,スクエア,55*65,10K-55-55*65,"270,000",102826,0.21ct,,,shige,2024/09/14,
593,FALSE,Pt900,リング,スクエア,55*70,10K-55-55-70,"300,000",102906,0.27ct,,,norita,不明,
594,FALSE,Pt900,リング,スクエア,60*50,10A-73-60-50,"180,000",103554,,,,muro,不明,
595,FALSE,Pt900,リング,スクエア,60*65,10C-50-60-65,"180,000",102068,0.11ct,,,komaki,不明,
596,FALSE,Pt900,リング,スクエア,60*60,10K-1-60-60,"230,000",102744,0.22ct,,,norita,不明,
597,FALSE,Pt900,リング,スクエア,60*75,10K-1-60-75,"240,000",102944,0.24ct,,,muro,2018/03/11,
598,FALSE,Pt900,リング,スクエア,60*50,10A-73-60-50,"250,000",103574,0.15ct,,,nakayama,2016/05/03,
599,FALSE,Pt900,リング,スクエア,60*70,10K-58-60-70,"300,000",102955,0.28ct,,,muro,2018/08/25,
600,FALSE,Pt900,リング,スクエア,60*70,10K-34-60-70,"320,000",103223,0.40ct,,,tamai,2017/07/14,
601,FALSE,Pt900,リング,スクエア,60*75,10K-55-60-75,"320,000",102932,0.28ct,,,komaki,不明,
602,FALSE,Pt900,リング,スクエア,65*80,10K-2-65-80,"280,000",102942,0.27ct,,,muro,2018/11/16,
603,FALSE,Pt900,リング,スクエア,70*75,10K-1-70-75,"250,000",102675,0.27ct,,,muro,不明,
604,FALSE,Pt900,リング,スクエア,70*75,10K-2-70-75,"280,000",102613,0.29ct,,,muro,不明,
605,FALSE,Pt900,リング,スクエア,70*75,10K-34-70-75,"320,000",103145,0.42ct,,,norita,不明,
606,FALSE,Pt900,リング,スクエア,70*50,10K-59-70-50,"360,000",103837,0.34ct,,,muro,2017/07/08,
607,FALSE,Pt900,リング,スクエア,70*75,10K-58-70-75,"380,000",103415,0.38ct,,,norita,不明,
608,FALSE,Pt900,リング,スクエア,70*80,10K-58-70-80,"400,000",103389,0.43ct,,,norita,不明,
609,FALSE,Pt900,リング,スクエア,75*60,10A-73-75-60,"200,000",104231,,,,muro,不明,
610,FALSE,Pt900,リング,スクエア,75*60,10A-73-75-60,"200,000",20413,,,,shige,2020/01/23,
611,FALSE,Pt900,リング,スクエア,75*90,10K-1-75-90,"250,000",103248,0.25ct,,,kim,不明,
612,FALSE,Pt900,リング,スクエア,75*60,10A-73-75-60,"300,000",104146,0.20ct,,,nakayama,2016/05/03,
613,FALSE,Pt900,リング,スクエア,75*75,10K-55-75-75,"320,000",103127,0.25ct,,,kim,不明,
614,FALSE,Pt900,リング,スクエア,75*55,10E-65-75-55,"320,000",103583,0.27ct,,,shige,2020/01/23,
615,FALSE,Pt900,リング,スクエア,75*80,10K-55-75-80,"340,000",103161,0.31ct,,,norita,不明,
616,FALSE,Pt900,リング,スクエア,75*90,10K-55-75-90,"360,000",103415,0.31ct,,,norita,不明,
617,FALSE,Pt900,リング,スクエア,80*85,10K-2-80-85,"300,000",20288,0.34ct,,,muro,不明,
618,FALSE,Pt900,リング,スクエア,80*80,10K-2-80-80,"300,000",103001,0.25ct,,,SK,2016/10/11,
619,FALSE,Pt900,リング,スクエア,80*90,10K-2-80-90,"300,000",103291,0.42ct,,,不明,2018/01/23,
620,FALSE,Pt900,リング,スクエア,80*80,10K-55-80-80,"420,000",103534,0.41ct,,,muro,不明,
621,FALSE,Pt900,リング,スクエア,85*100,10K-1-85-100,"280,000",102902,0.30ct,,,muro,不明,
622,FALSE,Pt900,リング,スクエア,85*110,10K-55-85-110,"420,000",103662,0.37ct,,,muro,不明,
623,FALSE,Pt900,リング,スクエア,90*95,10K-2-90-95,"320,000",103001,0.43ct,,,muro,不明,
624,FALSE,Pt900,リング,スクエア,95*115,10H-5-95-115,"338,000",3067,0.45ct,,,kim,2018/05/28,
625,FALSE,Pt900,リング,スクエア,95*105,10K-2-95-105,"350,000",103374,0.49ct,,,muro,不明,
626,FALSE,Pt900,リング,スクエア,95*100,10K-55-95-100,"550,000",104457,0.37ct,,,kida,2016/10/18,
627,FALSE,Pt900,リング,スクエア,95*110,10K-55-95-110,"550,000",104068,0.57ct,,,muro,不明,
628,FALSE,Pt900,リング,スクエア,100*80,10E-65-100-80,"380,000",104934,0.31ct,,,kim,不明,
629,FALSE,Pt900,リング,スクエア,100*105,10K-2-100-105,"380,000",103462,0.54ct,,,muro,不明,
630,FALSE,Pt900,リング,スクエア,115*125,10R-2-115-125,"980,000",30196,1.81ct,,,kim,2018/05/28,
631,FALSE,Pt900,リング,その他,0.3,05C-85-30,"140,000",102096,,,一文字,nakajima,2025/01/16,
632,FALSE,Pt900,リング,その他,0.3,05C-87-30,"150,000",102492,,,,小牧,2023/09/06,
633,FALSE,Pt900,リング,その他,0.5,LRA1-1-50,"126,000",3025,,,,fujita,2023/08/18,
634,FALSE,Pt900,リング,その他,0.5,07K-850-50,"130,000",3026,0.03ct,,,yoshida,2020/03/24,
635,FALSE,Pt900,リング,その他,0.5,Regolith5stars-50,"170,000",3019,,,,nakayama,2016/01/31,
636,FALSE,Pt900,リング,その他,0.5,10T-13-50,"180,000",20358,,,,fujita,2022/08/17,
637,FALSE,Pt900,リング,その他,0.52,05E-107-50,"90,000",101376,,,,河野,2022/03/09,
638,FALSE,Pt900,リング,その他,0.6,03B-202-30,"200,000",103264,,,一文字,廣川,2021/06/16,
639,FALSE,Pt900,リング,その他,0.7,05C-85-70,"180,000",103377,,,,nakajima,2025/03/16,
640,FALSE,Pt900,リング,その他,1,Line-Ring-100,"250,000",3045,,,,muro,2020/02/23,
641,FALSE,Pt900,リング,その他,1,05C-79-100,"260,000",105116,,,,tanaka,2023/11/14,
642,FALSE,Pt900,リング,その他,1,Line-BaguetteR-100,"380,000",3045,0.33ct,,,河野,2022/03/09,
643,FALSE,Pt900,リング,その他,80*45,S-C-2040OR80X45,"380,000",3074,0.35ct,,中石=マーキース,不明,2009/08/02,
644,FALSE,Pt900,リング,その他,Free,FRA0-8-0,"170,000",20353,,,,fujita,2023/08/18,
645,FALSE,Pt900,リング,その他,Free,FreFree-Cross-R,"180,000",102585,,,,植田,2023/04/18,
646,FALSE,Pt900,リング,その他,Free,FreFree-Cross-R,"180,000",102585,,,,植田,2023/04/18,
647,FALSE,Pt900,リング,その他,Free,Fre-Free-Round-R,"180,000",102937,,,,nakajima,2025/01/16,
648,FALSE,Pt900,リング,その他,Free,FRA0-6-0,"220,000",3043,5.9,,,fujita,2023/08/18,
649,FALSE,Pt900,リング,その他,Free,FRA0-7-0,"220,000",3043,,,,komaki,2025/02/14,
650,FALSE,Pt900,リング,その他,Free,FRB0-1-0,"305,000",20772,0.22ct,,,fujita,2025/06/23,
651,FALSE,Pt900,ペンダント,ダイヤ,0.2,14B-46-20,"70,000",2064,0.07ct,,,fujita,2022/10/14,
652,FALSE,Pt900,ペンダント,ダイヤ,0.2,14K-4-20,"70,000",10802,0.06ct,,,fujita,2023/12/10,
