No.,出庫,地金,アイテム,中石,サイズ,品番,上代,下代,脇石,チェーン長,備考,入力者,入庫日,下代(数値)
885,FALSE,Pt900,ペンダント,オーバル,250,19A-１R-250,"65,000",20132,,,,shige,2022/06/10,
886,FALSE,Pt900,ペンダント,オーバル,250,19A-114-250L,"80,000",20156,,,,fujita,2017/10/28,
887,FALSE,Pt900,ペンダント,オーバル,250,19B-178-250,"180,000",102586,0.13ct,,,norita,2019/10/22,
888,FALSE,Pt900,ペンダント,オーバル,250,19B-183-250,"300,000",103272,0.16ct,,,muro,2017/05/17,
889,FALSE,Pt900,ペンダント,オーバル,250,19K-8-250,"380,000",103418,0.42ct,,,tanaka,2023/11/14,
890,FALSE,Pt900,ペンダント,オーバル,260,19A-1-260,"58,000",10947,,,,shige,2017/04/20,
891,FALSE,Pt900,ペンダント,オーバル,260,19A-1R-260,"68,000",20125,,,,komaki,2018/10/03,
892,FALSE,Pt900,ペンダント,オーバル,260,OPA1-1-260,"85,000",3011,,,,tanaka,2023/05/25,
893,FALSE,Pt900,ペンダント,オーバル,260,OPA1-5-260,"110,000",3019,,,,fujita,2024/10/22,
894,FALSE,Pt900,ペンダント,オーバル,260,19A-2-260,"150,000",102457,,,,tanaka,2023/11/14,
895,FALSE,Pt900,ペンダント,オーバル,260,OPA1-3-260,"150,000",20253,,,,tanaka,2024/07/22,
896,FALSE,Pt900,ペンダント,オーバル,260,19B-280-260,"190,000",102962,0.08ct,,,竹内,2023/02/11,
897,FALSE,Pt900,ペンダント,オーバル,260,19B-263-260,"230,000",20239,0.09ct,,,shige,2024/09/15,
898,FALSE,Pt900,ペンダント,オーバル,260,19B-113-260,"260,000",103569,0.12ct,,,tanaka,2023/07/09,
899,FALSE,Pt900,ペンダント,オーバル,260,19B-85-260,"290,000",102723,0.32ct,,,KOUNO,2018/02/25,
900,FALSE,Pt900,ペンダント,オーバル,260,19K-4-260,"380,000",102442,0.70ct,,,komaki,2018/04/22,
901,FALSE,Pt900,ペンダント,オーバル,270,19A-1-270,"61,000",101029,,,,nakayama,2017/09/21,
902,FALSE,Pt900,ペンダント,オーバル,270,19A-1-270,"61,000",10913,,,,河野,2022/03/14,
903,FALSE,Pt900,ペンダント,オーバル,270,19A-X001-270,"68,000",101512,,,,SK,2014/08/01,
904,FALSE,Pt900,ペンダント,オーバル,270,19B-178-270,"190,000",102391,0.13ct,,,YUKARI,2018/09/10,
905,FALSE,Pt900,ペンダント,オーバル,270,19B-183-270,"320,000",103557,0.19ct,,,norita,2017/10/31,
906,FALSE,Pt900,ペンダント,オーバル,280,19A-1-280,"64,000",101043,,,,shige,2017/04/20,
907,FALSE,Pt900,ペンダント,オーバル,280,19A-1R-280,"73,000",20126,,,,komaki,2018/10/03,
908,FALSE,Pt900,ペンダント,オーバル,280,OPA1-1-280,"95,000",3011,,,,tanaka,2023/05/25,
909,FALSE,Pt900,ペンダント,オーバル,280,OPA1-2-280,"120,000",2015,,,,shige,2024/05/24,
910,FALSE,Pt900,ペンダント,オーバル,280,OPA1-5-280,"120,000",20202,,,,fujita,2024/10/22,
911,FALSE,Pt900,ペンダント,オーバル,280,OPA1-3-280,"160,000",3028,,,,tanaka,2024/07/22,
912,FALSE,Pt900,ペンダント,オーバル,280,19B-113-280,"300,000",104145,0.12ct,,,tanaka,2023/07/09,
913,FALSE,Pt900,ペンダント,オーバル,280,19K-4-280,"430,000",102651,0.78ct,,,muro,2018/04/09,
914,FALSE,Pt900,ペンダント,オーバル,290,19A-1-290,"67,000",101076,,,,nakajima,2017/06/03,
915,FALSE,Pt900,ペンダント,オーバル,290,19A-X111-290,"85,000",3021,,,,yoshida,2022/02/02,
916,FALSE,Pt900,ペンダント,オーバル,300,19A-114-300,"100,000",101861,,,,tanaka,2023/01/28,
917,FALSE,Pt900,ペンダント,オーバル,300,OPA1-1-300,"100,000",20135,,,,yoshida,2023/09/19,
918,FALSE,Pt900,ペンダント,オーバル,300,OPA1-5-300,"140,000",3024,,,,fujita,2024/10/22,
919,FALSE,Pt900,ペンダント,オーバル,300,OPA1-3-300,"180,000",3032,,,,tanaka,2024/07/22,
920,FALSE,Pt900,ペンダント,オーバル,300,19B-183-300,"340,000",103881,0.20ct,,,komaki,2016/11/28,
921,FALSE,Pt900,ペンダント,オーバル,300,19B-227-300,"350,000",103044,0.40ct,,,muro,2018/08/22,
922,FALSE,Pt900,ペンダント,オーバル,310,19B-280-310,"300,000",104901,0.15ct,,,fujita,2022/12/02,
923,FALSE,Pt900,ペンダント,オーバル,320,OPA1-2-320,"150,000",20265,,,,shige,2024/05/24,
924,FALSE,Pt900,ペンダント,オーバル,320,OPA1-5-320,"150,000",3026,,,,fujita,2024/10/22,
925,FALSE,Pt900,ペンダント,オーバル,320,OPA1-3-320,"200,000",3035,,,,tanaka,2024/07/22,
926,FALSE,Pt900,ペンダント,オーバル,320,19B-183-320,"360,000",103879,0.22ct,,,komaki,2016/11/28,
927,FALSE,Pt900,ペンダント,オーバル,330,19H-66-330,"400,000",103843,0.30ct,,,河野,2022/03/14,
928,FALSE,Pt900,ペンダント,オーバル,340,OPA1-3-340,"220,000",20396,,,,tanaka,2024/07/22,
929,FALSE,Pt900,ペンダント,オーバル,360,OPA1-2-360,"190,000",20335,,,,shige,2024/05/24,
930,FALSE,Pt900,ペンダント,オーバル,360,OPA1-3-360,"240,000",20421,,,,tanaka,2024/07/22,
931,FALSE,Pt900,ペンダント,パール,3,PTA1-J-30,"60,000",10983,,,,tanaka,2023/11/29,
932,FALSE,Pt900,ペンダント,パール,3,PTA1-V-30,"65,000",20105,,,,tanaka,2023/11/29,
933,FALSE,Pt900,ペンダント,パール,3,PTA1-L-30,"68,000",3011,,,,tanaka,2023/11/29,
934,FALSE,Pt900,ペンダント,パール,3,PTA1-N-30,"68,000",3011,,,,tanaka,2023/11/29,
935,FALSE,Pt900,ペンダント,パール,3,PTA1-T-30,"68,000",3011,,,,tanaka,2023/11/29,
936,FALSE,Pt900,ペンダント,パール,3,PTA1-X-30,"68,000",3011,,,,tanaka,2023/11/29,
937,FALSE,Pt900,ペンダント,パール,3,PTA1-Z-30,"68,000",3011,,,,tanaka,2023/11/29,
938,FALSE,Pt900,ペンダント,パール,3,PTA1-B-30,"70,000",20125,,,天珠3mm用,fujita,2023/10/27,
939,FALSE,Pt900,ペンダント,パール,3,PTA1-D-30,"70,000",3012,,,天珠3mm用,fujita,2023/10/27,
940,FALSE,Pt900,ペンダント,パール,3,PTA1-F-30,"70,000",3011,,,天珠3mm用,fujita,2023/10/27,
941,FALSE,Pt900,ペンダント,パール,3,PTA1-H-30,"78,000",20125,,,,tanaka,2023/11/29,
942,FALSE,Pt900,ペンダント,パール,3,PTA1-R-30,"78,000",20125,,,,tanaka,2023/11/29,
943,FALSE,Pt900,ペンダント,パール,3,PTA1-P-30,"90,000",20152,,,,tanaka,2023/11/30,
944,FALSE,Pt900,ペンダント,パール,5,PD-PA017-50,"50,000",308,,,,komaki,2025/05/14,
945,FALSE,Pt900,ペンダント,パール,7,PPB1-1-70,"191,000",3018,S1.00ct,,,fujita,2023/08/18,
946,FALSE,Pt900,ペンダント,パール,8,Crown8,"60,000",3011,,,,植田,2023/04/18,
947,FALSE,Pt900,ペンダント,パール,8,PPA1-2-80,"70,000",3013,,,1.3,fujita,2023/08/18,
948,FALSE,Pt900,ペンダント,パール,8,PPA1-1-80,"75,000",3013,,,8mm,yoshida,2024/11/11,
949,FALSE,Pt900,ペンダント,パール,8,18B-150-80,"80,000",101416,0.02ct,,,nakajima,2025/03/23,
950,FALSE,Pt900,ペンダント,パール,9,PPA1-5-90,"65,000",3012,,,,fujita,2024/10/24,
951,FALSE,Pt900,ペンダント,パール,9,PPA1-8-90,"65,000",3012,,,,fujita,2024/10/24,
952,FALSE,Pt900,ペンダント,パール,9,PPA1-6-90,"70,000",3013,,,,fujita,2024/10/24,
953,FALSE,Pt900,ペンダント,パール,9,PD-PA017-90,"70,000",3012,,,,komaki,2025/05/14,
954,FALSE,Pt900,ペンダント,パール,9,PPA1-4-90,"75,000",20128,,,,坂井,2024/10/08,
955,FALSE,Pt900,ペンダント,パール,9,PPA1-7-90,"75,000",3013,,,,fujita,2024/10/24,
956,FALSE,Pt900,ペンダント,パール,9,PPA1-9-90,"75,000",20125,,,8.5-9mm,yoshida,2024/11/11,
957,FALSE,Pt900,ペンダント,パール,9,PPA1-3-90,"80,000",20137,,,,坂井,2024/10/08,
958,FALSE,Pt900,ペンダント,パール,9,18A-100-90,"85,000",101637,,,,nakajima,2023/07/12,
959,FALSE,Pt900,ペンダント,パール,9,18B-196-90,"100,000",101271,0.05ct,,,komaki,2023/02/20,
960,FALSE,Pt900,ペンダント,パール,9,18B-150-90,"100,000",101585,0.03ct,,,nakajima,2025/03/23,
961,FALSE,Pt900,ペンダント,パール,9,18B-104-90,"160,000",20246,0.05ct,,,河野,2022/03/14,
962,FALSE,Pt900,ペンダント,パール,9,PPB1-1-90,"227,000",3022,S1.65ct,,,fujita,2023/08/18,
963,FALSE,Pt900,ペンダント,パール,10,18B-154-100,"95,000",101375,0.04ct,,,kim,2019/09/14,
964,FALSE,Pt900,ペンダント,パール,10,18A-100-100,"95,000",101815,,,,tanaka,2023/01/28,
965,FALSE,Pt900,ペンダント,パール,10,18B-154-100,"120,000",101671,0.04ct,,,tanaka,2023/11/14,
966,FALSE,Pt900,ペンダント,パール,10,18B-152-100,"150,000",102175,0.07ct,,,nakajima,2023/07/18,
967,FALSE,Pt900,ペンダント,パール,10,18B-202-100,"200,000",103295,0.04ct,,,komaki,2025/02/05,
968,FALSE,Pt900,ペンダント,パール,11,PPB1-1-110,"255,000",3024,S1.83ct,,,fujita,2023/08/18,
969,FALSE,Pt900,ペンダント,パール,12,18B-279-120,"170,000",101224,0.22ct,,,nakajima,2023/07/18,
970,FALSE,Pt900,ペンダント,パール,12,18B-297-120,"170,000",102855,0.05ct,,,nakajima,2025/01/15,
971,FALSE,Pt900,ペンダント,パール,12,18H-19-120,"320,000",103839,0.25ct,,,nakajima,2025/04/02,
972,FALSE,Pt900,ペンダント,パール,80,18B-152-80,"130,000",20188,0.05ct,,,fujita,2025/04/16,
973,FALSE,Pt900,ペンダント,パール,90,18B-152-90,"140,000",102088,0.06ct,,,fujita,2025/04/16,
974,FALSE,Pt900,ペンダント,パール,100,18B-150-100,"110,000",101796,0.03ct,,,fujita,2025/04/16,
975,FALSE,Pt900,ペンダント,パール,Free,18B-8100,"100,000",402,0.09ct,,,nakajima,2024/10/27,
976,FALSE,Pt900,ペンダント,パール,Free,18B-8094,"120,000",20235,0.09ct,,,nakajima,2024/10/27,
977,FALSE,Pt900,ペンダント,パール,Free,PPA0-1-90,"200,000",3036,,,,komaki,2025/02/27,
978,FALSE,Pt900,ペンダント,パール,Free,PPA0-2-90,"220,000",3039,,,,komaki,2025/02/27,
979,FALSE,Pt900,ペンダント,スクエア,90*110,20A-46-90-110,"58,000",101044,,,,河野,2022/08/06,
980,FALSE,Pt900,ペンダント,スクエア,110*160,20A-46-110*160,"100,000",101781,,,,komaki,2023/10/11,
981,FALSE,Pt900,ペンダント,その他,0.5,LPA1-1-50,"65,000",20101,,,,komaki,2025/04/05,
982,FALSE,Pt900,ペンダント,その他,0.5,17C-94-50,"75,000",101056,0.04ct,,,nakajima,2025/01/15,
983,FALSE,Pt900,ペンダント,その他,0.5,LPA1-2-50,"95,000",20168,,,,komaki,2025/04/05,
984,FALSE,Pt900,ペンダント,その他,CT,LPA1-1-100,"85,000",20153,,,,komaki,2025/04/05,
985,FALSE,Pt900,ペンダント,その他,CT,LPA1-2-100,"110,000",20197,,,,komaki,2025/04/05,
986,FALSE,Pt900,ペンダント,その他,1,Regolith5starsForD-100,"75,000",101174,,,2.61g,shige,2015/07/13,
987,FALSE,Pt900,ペンダント,その他,1,Regolith5starsForD-100,"75,000",101174,,,2.61g,shige,2015/07/13,
988,FALSE,Pt900,ペンダント,その他,1,Regolith5starsForBD-100,"95,000",101323,0.23ct,,BD=0.23ct/鑑定No.577849,shige,2015/07/13,
989,FALSE,Pt900,ペンダント,その他,1,Regolith5starsForBD-100,"128,000",101323,0.39ct,,BD=0.39ct/鑑定No.577847,shige,2015/07/13,
990,FALSE,Pt900,ペンダント,その他,1,17C-44-100,"160,000",102926,,,,tanaka,2023/11/14,
991,FALSE,Pt900,ペンダント,その他,65*120,21C-52-65x120,"28,000",103686,,,,河野,2022/03/16,
992,FALSE,Pt900,ペンダント,その他,65*85,21E-102-65-85,"30,000",10491,,,中石=ペアシェイプ,KOUNO,2018/03/28,
993,FALSE,Pt900,ペンダント,その他,S,FPA0-8-S,"50,000",2084,,,,nakajima,2024/10/27,
994,FALSE,Pt900,ペンダント,その他,L,BAB0-4-L,"65,000",2078,0.02ct,,,fujita,2023/08/18,
995,FALSE,Pt900,ペンダント,その他,Free,FPA0-11-0,"80,000",3014,,,,fujita,2024/10/24,
996,FALSE,Pt900,ペンダント,その他,M,FPA0-8-M,"80,000",3014,,,,nakajima,2024/10/27,
997,FALSE,Pt900,ペンダント,その他,Free,FPA0-2-0,"80,000",3015,,,,komaki,2025/02/05,
998,FALSE,Pt900,ペンダント,その他,Free,FPA0-6-130,"85,000",308,,,,fujita,2023/08/18,
999,FALSE,Pt900,ペンダント,その他,M,BAA0-2-0,"85,000",3015,,,,fujita,2024/10/24,
1000,FALSE,Pt900,ペンダント,その他,L,BAA0-3-0,"90,000",3016,,,,fujita,2024/10/24,
1001,FALSE,Pt900,ペンダント,その他,M,BAB0-1-M,"95,000",307,0.10ct,,,nakajima,2025/01/15,
1002,FALSE,Pt900,ペンダント,その他,L,FPA0-8-L,"110,000",402,,,,nakajima,2024/10/27,
1003,FALSE,Pt900,ペンダント,その他,Free,FPB0-3-0,"140,000",3017,0.08ct,,,komaki,2024/03/15,
1004,FALSE,Pt900,ペンダント,その他,Free,FPA0-1-130,"150,000",20238,,,Free,植田,2023/06/01,
1005,FALSE,Pt900,ペンダント,その他,M,BAK0-1-M,"160,000",3027,0.25ct,,ﾃｰﾊﾟｰﾊﾞﾁｶﾝM,河野,2022/09/11,
1006,FALSE,Pt900,ペンダント,その他,Free,FPB0-1-0,"170,000",20265,0.22ct,,,fujita,2023/08/18,
1007,FALSE,Pt900,ペンダント,その他,S,BAB0-5-S,"170,000",3013,0.24ct,,,nakajima,2023/08/19,
1008,FALSE,Pt900,ペンダント,その他,Free,BAB0-7-0,"182,000",2095,0.20ct,,,小牧,2023/09/06,
1009,FALSE,Pt900,ペンダント,その他,Free,Link-Set彫-L,"190,000",10767,,,0.14ct,植田,2023/04/18,
1010,FALSE,Pt900,ペンダント,その他,Free,FPB0-2-0,"200,000",20338,0.28ct,,,fujita,2023/08/18,
1011,FALSE,Pt900,ペンダント,その他,M,BAB0-5-M,"210,000",20155,0.30ct,,,nakajima,2023/08/19,
1012,FALSE,Pt900,ペンダント,その他,Free,BAB0-8-0,"226,000",2095,0.20ct,,,小牧,2023/09/06,
1013,FALSE,Pt900,ペンダント,その他,L,BAB0-5-L,"260,000",20185,0.38ct,,,小牧,2023/09/06,
1014,FALSE,Pt900,ペンダント,その他,Free,Link-Set-D-M,"270,000",20185,,,0.44ct,植田,2023/04/18,
1015,FALSE,Pt900,ペンダント,その他,Free,Fre-Free-set-circle-M,"300,000",20335,0.31ct,,,nakajima,2025/01/15,
1016,FALSE,Pt900,ペンダント,その他,Free,Fre-Free-set-circle-L,"350,000",103096,0.43ct,,,nakajima,2025/01/15,
1017,FALSE,Pt900,チェーン,チェーン,0.8,TODAY,"100,000",2034,,45cm,,fujita,2025/06/23,
1018,FALSE,Pt900,チェーン,チェーン,0.8,PD-OA001-100,"100,000",2034,,45cm,,fujita111,2025/06/23,OPA1-4-100
1019,FALSE,K18,リング,ダイヤ,0.1,03B-285-10,"230,000",101579,0.28ct,,2.4,yoshida,2020/08/06,
1020,FALSE,K18,リング,ダイヤ,0.2,03A-206-20,"110,000",101565,,,2.6,yoshida,不明,
1021,FALSE,K18,リング,ダイヤ,0.3,03A-206-30,"130,000",101552,,,3,yoshida,2018/11/01,
1022,FALSE,K18,リング,ダイヤ,0.3,03A-209-30,"190,000",20183,,,3.5,不明,不明,
1023,FALSE,K18,リング,ダイヤ,0.3,03B-X047-30,"190,000",20291,0.08ct,,3.6,kim,2020/08/06,
1024,FALSE,K18,リング,ダイヤ,0.3,03B-X046-30,"210,000",402,0.15ct,,3.7,nakayama,不明,
1025,FALSE,K18,リング,ダイヤ,0.3,03B-285-30,"230,000",101712,0.26ct,,2.70g,yoshida,不明,
1026,FALSE,K18,リング,ダイヤ,0.5,03B-211-50,"150,000",101833,0.02ct,,3.3,nakayama,不明,
1027,FALSE,K18,リング,ダイヤ,0.5,04B-148-50,"160,000",101966,0.02ct,,3.7,nakayama,不明,
1028,FALSE,K18,リング,ダイヤ,0.5,03A-406-50,"250,000",102896,,,6,muro ,2014/12/26,
1029,FALSE,K18,リング,ダイヤ,0.5,03B-X046-50,"270,000",402,0.20ct,,4.3,nakayama,2014/12/26,
1030,FALSE,K18,リング,ダイヤ,0.7,03A-170-70,"150,000",101839,,,3.5,muro ,2020/08/06,
1031,FALSE,K18,リング,ダイヤ,0.7,03A-206-70,"160,000",101989,,,4,muro ,2014/12/26,
1032,FALSE,K18,リング,ダイヤ,0.7,03A-206-70,"160,000",102197,,,4,yoshida,2016/07/01,
1033,FALSE,K18,リング,ダイヤ,0.7,03A-209-70,"210,000",102371,,,4.8,muro ,2016/04/18,
1034,FALSE,K18,リング,ダイヤ,0.7,03B-X046-70,"330,000",3025,0.25ct,,5.2,sato,2018/11/30,
1035,FALSE,K18,リング,ダイヤ,0.7,03B-X046-70,"330,000",20262,0.25ct,,5.2,suzuki,2020/08/06,
1036,FALSE,K18,リング,ダイヤ,CT,03A-206-100,"200,000",20246,,,4.5,yoshida,2016/04/14,
1037,FALSE,K18,リング,ダイヤ,CT,03B-X047-100,"270,000",3035,0.16ct,,4.6,komaki,2014/12/25,
1038,FALSE,K18,リング,ダイヤ,CT,03B-X046-100,"380,000",3023,0.36ct,,5.1,sato,不明,
1039,FALSE,K18,リング,オーバル,100,09A-150-100,"120,000",101434,,,2.70g,muro,2022/02/02,
1040,FALSE,K18,リング,オーバル,100,09A-314-100,"170,000",101982,,,3.9,tamai,不明,
1041,FALSE,K18,リング,オーバル,100,604test,"170,000",101982,,,,fujita,2019/09/19,
1042,FALSE,K18,リング,オーバル,100,test5002,"170,000",101982,,,,fujita,2020/08/06,
1043,FALSE,K18,リング,オーバル,100,test501,"170,000",101982,,,,fujita,2020/08/06,
1044,FALSE,K18,リング,オーバル,100,last1,"170,000",101982,,,,fujita,2025/07/01,
1045,FALSE,K18,リング,オーバル,100,last4,"170,000",101982,,,,fujita,2025/07/01,
1046,FALSE,K18,リング,オーバル,100,test12,"170,000",101982,,,,fujita,2025/07/02,
1047,FALSE,K18,リング,オーバル,100,test15,"170,000",101982,,,,fujita,2025/07/02,
1048,FALSE,K18,リング,オーバル,100,latest12,"170,000",101982,,,,fujita,2025/07/03,
1049,FALSE,K18,リング,オーバル,100,15,"170,000",101982,0.3ct,,あ,fujita,2025/07/31,
1050,FALSE,K18,リング,オーバル,200,09A-150-200,"140,000",101928,,,4.3,宮崎,2007/10/29,
1051,FALSE,K18,リング,オーバル,230,ORA1-4-230,"230,000",3032,,,,fujita,2022/03/05,
1052,FALSE,K18,リング,オーバル,320,09F-2-320,"360,000",20248,0.12ct,,7,不明,2023/04/18,
1053,FALSE,K18,リング,パール,6,K18 crownR-6㎜,"110,000",3016,,,1.9,machii,2017/03/17,
1054,FALSE,K18,リング,パール,8,Crown8,"110,000",3023,,,2.2,植田,2023/08/18,
1055,FALSE,K18,リング,パール,11,PSD-974,"642,000",3085,0.55ct,,12,kida,2023/08/18,
1056,FALSE,K18,リング,その他,Free,FRA0-4-0,"140,000",20214,,,,fujita,2023/04/18,
1057,FALSE,K18,リング,その他,Free,FRA0-3-0,"155,000",20224,,,,fujita,2023/04/18,
1058,FALSE,K18,リング,その他,Free,FreFree-Cross-R,"190,000",402,,,4,植田,2024/07/22,
1059,FALSE,K18,リング,その他,Free,FreFree-Round-R,"190,000",102937,,,3.9,植田,2024/07/22,
1060,FALSE,K18,ペンダント,ダイヤ,0.2,15A-123-20,"37,000",2067,,,,tanaka,2014/12/05,
1061,FALSE,K18,ペンダント,ダイヤ,0.2,15A-123-20,"37,000",2067,,,,tanaka,2017/01/08,
1062,FALSE,K18,ペンダント,ダイヤ,0.3,JSDP41-30,"220,000",20414,0.17ct,,3,SK,2014/12/15,
1063,FALSE,K18,ペンダント,ダイヤ,0.7,15A-132-70,"60,000",10716,1.3,,サイズ注意,SK,2015/06/05,
1064,FALSE,K18,ペンダント,ダイヤ,0.7,15A-132-70,"60,000",10707,1.3,,サイズ注意,muro ,2022/03/14,
1065,FALSE,K18,ペンダント,ダイヤ,CT,14A-112-100,"45,000",10683,1,,,komaki,2025/02/07,
1066,FALSE,K18,ペンダント,ダイヤ,CT,14B-X008-100,"300,000",101593,0.36ct,,3.1,河野,2025/02/07,
1067,FALSE,K18,ペンダント,オーバル,70,19A-1-70B,"14,000",2028,,,,komaki,2025/02/07,
1068,FALSE,K18,ペンダント,オーバル,80,19A-1-80C,"16,000",10311,,,,komaki,2025/02/07,
1069,FALSE,K18,ペンダント,オーバル,100,19A-1-100C,"20,000",10385,,,,komaki,2023/08/18,
1070,FALSE,K18,ペンダント,オーバル,130,19A-114-130,"22,000",2041,,,,komaki,2023/08/18,
1071,FALSE,K18,ペンダント,オーバル,130,OPA1-1-130,"28,000",2043,,,,fujita,2023/06/01,
1072,FALSE,K18,ペンダント,オーバル,140,OPA1-1-140,"28,000",2043,,,,fujita,2025/01/15,
1073,FALSE,K18,ペンダント,オーバル,140,19A-113-140,"30,000",10507,,,,植田,不明,
1074,FALSE,K18,ペンダント,オーバル,140,19B-113-140,"160,000",101079,0.08ct,,,nakajima,2025/02/07,
1075,FALSE,K18,ペンダント,オーバル,140,19H-51-140,"320,000",309,0.41ct,,3,不明,不明,
1076,FALSE,K18,ペンダント,オーバル,150,19A-114-150,"24,000",10467,,,,komaki,2023/08/18,
1077,FALSE,K18,ペンダント,オーバル,150,19A-1-150C,"27,000",10478,,,,komaki,2025/02/07,
1078,FALSE,K18,ペンダント,オーバル,150,OPA1-1-150,"32,000",2053,,,,fujita,2024/09/15,
1079,FALSE,K18,ペンダント,オーバル,160,19A-114-160,"27,000",10541,,,,komaki,不明,
1080,FALSE,K18,ペンダント,オーバル,160,OPA1-1-160,"50,000",307,,,,shige,2025/01/15,
1081,FALSE,K18,ペンダント,オーバル,160,19H-1-160,"170,000",3021,0.23ct,,1.4,不明,不明,
1082,FALSE,K18,ペンダント,オーバル,160,19B-113-160,"180,000",101236,0.08ct,,,nakajima,2025/02/07,
1083,FALSE,K18,ペンダント,オーバル,170,19A-1-170F,"30,000",10587,,,,komaki,2025/02/07,
1084,FALSE,K18,ペンダント,オーバル,170,19A-114-170,"30,000",10583,,,,komaki,2025/02/07,
1085,FALSE,K18,ペンダント,オーバル,180,19A-1-180,"31,000",10577,,,,komaki,不明,
1086,FALSE,K18,ペンダント,オーバル,180,19A-114-180,"33,000",2055,,,,komaki,2025/02/07,
1087,FALSE,K18,ペンダント,オーバル,180,19H-51-180,"430,000",2088,0.66ct,,3,不明,不明,
1088,FALSE,K18,ペンダント,オーバル,190,19A-114-190,"34,000",2062,,,,komaki,2023/08/18,
1089,FALSE,K18,ペンダント,オーバル,190,19A-1-190,"45,000",10702,,,,shige,2017/09/30,
1090,FALSE,K18,ペンダント,オーバル,200,OPA1-1-200,"57,000",2085,,,,fujita,2023/08/18,
1091,FALSE,K18,ペンダント,オーバル,210,19A-111-210,"45,000",10589,,,0.8,muro ,2018/08/22,
1092,FALSE,K18,ペンダント,オーバル,220,OPA1-1-220,"63,000",401,,,,fujita,2017/10/28,
1093,FALSE,K18,ペンダント,オーバル,230,19A-1R-230,"70,000",2085,,,1.6,muro,2023/08/18,
1094,FALSE,K18,ペンダント,オーバル,230,19A-114-230L,"80,000",20107,,,1.8,fujita,2023/08/18,
1095,FALSE,K18,ペンダント,オーバル,240,OPA1-1-240,"70,000",20105,,,,fujita,2024/05/24,
1096,FALSE,K18,ペンダント,オーバル,260,OPA1-1-260,"66,000",401,,,,fujita,2018/10/03,
1097,FALSE,K18,ペンダント,オーバル,260,OPA1-2-260,"140,000",3024,,,,shige,2025/01/15,
1098,FALSE,K18,ペンダント,オーバル,280,19A-1R-280,"90,000",2098,,,2,komaki,2017/11/11,
1099,FALSE,K18,ペンダント,オーバル,300,19B-113-300,"350,000",102277,0.32ct,,,nakajima,2021/03/10,
1100,FALSE,K18,ペンダント,オーバル,340,19A-114-340L,"130,000",20151,,,2.9,nakayama,2017/10/28,
1101,FALSE,K18,ペンダント,オーバル,340,19A-132-340,"160,000",102201,,,3.6,YUKARI,2023/11/29,
1102,FALSE,K18,ペンダント,オーバル,340,OPA1-2-340,"200,000",3036,,,,shige,2024/05/24,
1103,FALSE,K18,ペンダント,オーバル,380,19A-114-380L,"150,000",20179,,,3.4,fujita,2023/11/29,
1104,FALSE,K18,ペンダント,パール,3,PTA1-I-30,"60,000",2096,,,,tanaka,2023/11/29,
1105,FALSE,K18,ペンダント,パール,3,PTA1-Y-30,"65,000",20105,,,,tanaka,2023/10/27,
1106,FALSE,K18,ペンダント,パール,3,PTA1-G-30,"68,000",3011,,,,tanaka,2023/10/27,
1107,FALSE,K18,ペンダント,パール,3,PTA1-C-30,"70,000",20115,,,天珠3mm用,fujita,2023/11/29,
1108,FALSE,K18,ペンダント,パール,3,PTA1-E-30,"70,000",20115,,,天珠3mm用,fujita,2023/11/29,
1109,FALSE,K18,ペンダント,パール,3,PTA1-K-30,"75,000",3012,,,,tanaka,2023/11/29,
1110,FALSE,K18,ペンダント,パール,3,PTA1-M-30,"75,000",3012,,,,tanaka,2023/11/29,
1111,FALSE,K18,ペンダント,パール,3,PTA1-O-30,"75,000",3012,,,,tanaka,2023/11/29,
1112,FALSE,K18,ペンダント,パール,3,PTA1-Q-30,"75,000",3012,,,,tanaka,2023/11/29,
1113,FALSE,K18,ペンダント,パール,3,PTA1-U-30,"75,000",3012,,,,tanaka,2023/11/29,
1114,FALSE,K18,ペンダント,パール,3,PTA1-W-30,"78,000",3013,,,,tanaka,2019/09/26,
1115,FALSE,K18,ペンダント,パール,3,PTA1-S-30,"78,000",3013,,,,tanaka,2023/04/18,
1116,FALSE,K18,ペンダント,パール,8,Crown8,"65,000",20105,,,1,植田,2023/04/18,
1117,FALSE,K18,ペンダント,パール,11,18A-17-110,"40,000",10698,,,1,KOUNO,2022/12/09,
1118,FALSE,K18,ペンダント,パール,Free,P370Y,"70,000",20113,,,1.5,植田,2022/12/09,
1119,FALSE,K18,ペンダント,パール,Free,18B-8091,"90,000",3018,0.10ct,,,yoshida,2012/10/04,
1120,FALSE,K18,ペンダント,パール,Free,18B-8094,"110,000",3021,0.09ct,,,yoshida,2015/07/13,
1121,FALSE,K18,ペンダント,スクエア,65*90,20A-46-65-90,"30,000",10521,,,0.8,不明,2015/07/13,
1122,FALSE,K18,ペンダント,その他,0.5,Regolith5starsForD-50,"45,000",10854,,,1.78g,shige ,2015/07/13,
1123,FALSE,K18,ペンダント,その他,1,Regolith5starsForD-100,"50,000",10931,,,1.94g,shige,2015/07/13,
1124,FALSE,K18,ペンダント,その他,1,Regolith5starsForD-100,"50,000",10931,,,1.94g,shige ,2018/09/07,
1125,FALSE,K18,ペンダント,その他,1,Regolith5starsForBD-100,"80,000",10604,0.20ct,,BD=0.20ct,shige,2023/08/18,
